ticker,short_interest,days_to_cover,volume_spike,price_change,rsi,score
GME,0.134,5.690324305607068,0.5748129830168227,-0.003986973894280484,59.78261057355578,0.0957965095610837
AMC,0.1357,7.019891746227149,0.9326711873070596,-0.014705868173635691,26.315778466357017,0.24326711969413412
KOSS,0.0493,7.824248950440989,0.7937841243175136,0.08444446987575954,59.81308432039352,0.1344682973859124
NOK,0.0066000004,1.3220193825778657,0.687634164990211,0.03054991853950698,53.67646929920674,0.13608664034551682
